Notice Type,Community,Notice ID,Address,Description,Conditions,Approval Type,Meeting Date,Decision,Search DMIS,In Date,Order Date,Ward,Neighbourhood,Location,Roll Number,Appeal Date,Report/Plan URL,Point,Plain Language,Wards,Neighborhoods,Zip Codes,Electoral Ward 2018
VARIANCE,East Kildonan-Transcona,17-114621/C,"300 Donalda AVE, 341 Munroe AVE, and 343 Munroe AVE","To vary the ""R1-M"" Dimensional Standards and Special Yard Requirements of Zoning By-law No. 200/2006 as follows:
1) for the construction of an addition for an elementary school, day care centre, and place of worship (located on 341 Munroe Ave, 343 Munroe Ave, and 300 Donalda Ave) to permit:
  a) on 341 Munroe Ave (Lot 4 Plan 3755), no rear yard instead of 25 feet (7.62 metres);
  b) on 343 Munroe Ave (Lot 6 Plan 3755), no west side yard instead of 25 feet (7.62 metres);
  c) on 300 Donalda Ave (Lot 5 Plan 3755): 
    i) a front yard of 15 feet (4.57 metres) instead of 40 feet (12.19 metres);
    ii) no east side yard instead of 25 feet (7.62 metres);
    iii) no rear yard instead of 25 feet (7.62 metres);
  d) insufficient queuing spaces for school buses and passenger vehicles;
2) for the establishment of a garbage enclosure on 341 Munroe Ave to permit a rear yard of 12.5 feet (3.8 metres) instead of 25 feet (7.62 metres);
3) for the redevelopment of the accessory parking area (located on 341 and 343 Munroe Ave) to permit:
  a) no accessible space instead of 1 space;
  b) parking spaces having insufficient parking space dimensions (parking spaces to be shared between lots via a cross-access agreement).",,Meeting,19/04/2017,,,13/03/2017,24/04/2017,Elmwood - East Kildonan,Munroe West,"(49.920423537895815, -97.1035482743061)",2000832000,05/11/2017 12:00:00 AM,,POINT (-97.1035482743061 49.920423537895815),,1,112,,2
CONDITIONAL USE,East Kildonan-Transcona,17-114625/C,"300 Donalda AVE, 341 Munroe AVE, and 343 Munroe AVE","For a Conditional Use under Zoning By-law No. 200/2006 to permit the expansion and establishment of the following uses:
1) a day care centre;
2) a place of worship;
3) an elementary school.",,Meeting,19/04/2017,,,13/03/2017,24/04/2017,Elmwood - East Kildonan,Munroe West,"(49.920423537895815, -97.1035482743061)",2000832000,05/11/2017 12:00:00 AM,,POINT (-97.1035482743061 49.920423537895815),,1,112,,2
VARIANCE,Lord Selkirk-West Kildonan,17-114632/C,1998/ 2000 William AVE W,"To vary the ""R1-M PDO-1 Airport Vicinity Protection Area"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of two residential zoning lots to permit a lot area of 2655 square feet (246.6 square metres) instead of 3500 square feet (325.2 square metres).","1) That, no front driveway approach shall be permitted.
2) That, there shall be no new garages constructed attached to any principal dwelling on the subject property. 
3) That, any principal dwelling located on the subject properties shall provide an entrance on the building elevation facing the front yard. 
4) That, the development shall be in substantial conformance with the plans submitted and attached hereto and identified as Sheet 1 through 14 for File No. DAV 17-114632\C, dated April 27, 2017.",Meeting,31/05/2017,,,13/03/2017,02/06/2017,Point Douglas,Brooklands,"(49.92026863642759, -97.20561132299406)",7569136845,06/21/2017 12:00:00 AM,,POINT (-97.20561132299406 49.92026863642759),,13,191,,1
VARIANCE,Lord Selkirk-West Kildonan,17-114664/C,1969/ 1971 Alexander AVE,"To vary the ""R1-M PDO-1 Airport Vicinity Protection Area"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of two residential zoning lots to permit a lot area per lot of 2364 square feet (219.6 square metres) instead of 3500 square feet (325.2 square metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,28/06/2017,,,13/03/2017,30/06/2017,Point Douglas,Brooklands,"(49.923800857933294, -97.20393251959624)",7569137025,07/20/2017 12:00:00 AM,,POINT (-97.20393251959624 49.923800857933294),,13,191,,1
VARIANCE,Assiniboia,17-114696/C,5198 Roblin BLVD,"To vary the ""C2"" dimensional standards of Zoning By-Law No. 200/2006 for the construction of a retail sales building and fuel sales kiosk to permit the following: 
1)  a rear yard of 10 feet (3.05 metres) instead of 25 feet (7.62 metres) to the principal building;
2) a rear yard of 4 feet (1.2 metres) instead of 25 feet (7.62 metres) to the accessory storage shed;
3) insufficient street edge landscaping;
4) insufficient building foundation landscaping.","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,19/04/2017,,,13/03/2017,08/05/2017,Charleswood - Tuxedo - Westwood,Roblin Park,"(49.858188248050645, -97.28710098790263)",1003468500,05/25/2017 12:00:00 AM,,POINT (-97.28710098790263 49.858188248050645),,15,195,,6
VARIANCE,Riel,17-114822/C,"69, 69A, 71 & 71A Ellesmere AVE","To vary the ""R1-M"" dimensional standards of Zoning By-Law No. 200/2006:
1) for the establishment of two residential zoning lots to permit lot areas of 2565 square feet (238.3 square metres) instead of 3500 square feet (325.2 square metres).
2) for the construction of a single family dwelling on Lot 40 and Lot 41 to permit a front yard of 12 feet (3.66 metres) instead of 16 feet (4.88 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,16/05/2018,,,13/03/2017,22/05/2018,St. Vital,Glenwood,"(49.867942651150464, -97.10693396890996)",8081225625,06/08/2018 12:00:00 AM,,POINT (-97.10693396890996 49.867942651150464),,11,124,,10
VARIANCE,Assiniboia,17-114875/C,479 Collegiate ST,"To vary the Special Boundary Conditions and the ""R1-M PDO-1 Airport Vicinity Protection Area"" dimensional standards of Zoning By-Law No. 200/2006 for the establishment of two residential zoning lots to permit  as follows: 
  1) on Proposed Lot 1:
    a) a lot area of 2,638.7 square feet (245.1 square metres) instead of 4,430.4 square feet (411.6 square metres);
    b) a lot width of 24.32 feet (7.4 metres) instead of 40.8 feet (12.44 metres).
2) on Proposed Lot 2:
    a) a lot area of 2,790.6 square feet (259.3 square metres) instead of 4,430.4 square feet (411.6 square metres);
    b) a lot width of 25.72 feet (7.84 metres) instead of 40.8 feet (12.44 metres);
    c) for the maintenance of a single family dwelling to permit a south side yard of 2 feet (0.61 metres) instead of 3 feet (0.91 metres).","1) That, no front driveway approach shall be permitted.
2) That, there shall be no new garages constructed attached to any principal dwelling on the subject properties. 
3) That, any principal dwelling located on the subject properties shall provide an entrance on the building elevation facing the front yard.
4) That, variance 2(c) shall terminate upon the demolition or removal of the existing dwelling located on Lot 17 Block 10 Plan 1133 31/2 St. James.
5) That prior to the issuance of building permits on Lot 16 Block 10 Plan 1133 31/2 St. James, the existing dwelling on Lot 17 Block 10 Plan 1133 31/2 St. James, must be upgraded along the south wall in order to comply with the Winnipeg Building By-law and Manitoba Building Code for spatial separation, to be determined by and thereafter maintained to the satisfaction of the Director of Planning Property and Development.
6) That, for the development of any building, plans showing the location and design of proposed buildings shall be submitted to the Director of Planning, Property and Development for plan approval prior to the issuance of any building or development permits, and thereafter all to be constructed to the satisfaction of the Director of Planning, Property and Development.",Meeting,17/05/2017,,,14/03/2017,19/05/2017,St. James,King Edward,"(49.88906926037978, -97.21636734868217)",,06/08/2017 12:00:00 AM,,POINT (-97.21636734868217 49.88906926037978),,13,131,,4
APPEAL,Riel,17-115146/C,110 St Mary's RD,For a Conditional Use under Zoning By-Law No. 200/2006 to permit the maintenance of a care home use to allow for the expansion to 8 beds.,,Meeting,14/09/2017,,http://clkapps.winnipeg.ca/dmis/DocExt/Search.asp?QuickSearch=17-115146/C,14/03/2017,20/06/2017,St. Boniface,Norwood West,"(49.87723906794989, -97.12357053832264)",6090584000,07/07/2017 12:00:00 AM,,POINT (-97.12357053832264 49.87723906794989),,8,179,,13
CONDITIONAL USE,Riel,17-115146/C,110 St Mary's RD,For a Conditional Use under Zoning By-Law No. 200/2006 to permit the maintenance of a care home use to allow for the expansion to 8 beds.,,Meeting,14/09/2017,,,14/03/2017,20/06/2017,St. Boniface,Norwood West,"(49.87723906794989, -97.12357053832264)",6090584000,07/07/2017 12:00:00 AM,,POINT (-97.12357053832264 49.87723906794989),,8,179,,13
VARIANCE,City Centre,17-115290/C,1370 Sony PL,"To vary the ""M2"" dimensional standards of Zoning By-Law No. 200/2006 for the erection of a free standing sign to permit a sign height of 30 feet (9.14 metres) instead of 20 feet (6.10 metres).","1) That, if any variance granted by this order is not established within two (2) years of the date hereof, this order, in respect of that Variance shall terminate.
2) That final plans, showing the location and details of landscaping, fencing, signage, and garbage enclosures, shall be submitted to the Board of Adjustment and the Director of Planning, Property and Development for approval prior to the issuance of any development or building permits; and thereafter shall be maintained to the satisfaction of the Director of Planning, Property and Development.",Meeting,28/06/2017,,,15/03/2017,30/06/2017,River Heights - Fort Garry,Chevrier,"(49.834849038630026, -97.16902138022922)",3070360200,07/20/2017 12:00:00 AM,,POINT (-97.16902138022922 49.834849038630026),,5,111,,14
